Year,"Country of Asylum","Country of Origin","Country of Asylum ISO","Country of Origin ISO",Refugees,Asylum-seekers,IDPs,"Other people in need of international protection","Stateless persons","Host community","Others of concern"
2025,France,Yemen,FRA,YEM,1400,138,0,0,0,0,0
2025,Gambia,Yemen,GMB,YEM,5,0,0,0,0,0,0
2025,"United Kingdom of Great Britain and Northern Ireland",Yemen,GBR,YEM,4380,1314,0,0,0,0,0
2025,Georgia,Yemen,GEO,YEM,61,16,0,0,0,0,0
2025,Germany,Yemen,DEU,YEM,5110,1580,0,0,0,0,0
2025,Ghana,Yemen,GHA,YEM,20,0,0,0,0,0,0
2025,Greece,Yemen,GRC,YEM,2623,120,0,0,0,0,0
2025,"China, Hong Kong SAR",Yemen,HKG,YEM,15,0,0,0,0,0,0
2025,Croatia,Yemen,HRV,YEM,7,0,0,0,0,0,9
2025,Hungary,Yemen,HUN,YEM,17,0,0,0,0,0,0
2025,Iceland,Yemen,ISL,YEM,27,0,0,0,0,0,0
2025,"Cote d'Ivoire",Yemen,CIV,YEM,5,0,0,0,0,0,0
2025,India,Yemen,IND,YEM,562,458,0,0,0,0,0
2025,Indonesia,Yemen,IDN,YEM,137,387,0,0,0,0,0
2025,Ireland,Yemen,IRL,YEM,73,31,0,0,0,0,0
2025,Iraq,Yemen,IRQ,YEM,0,197,0,0,0,0,0
2025,Italy,Yemen,ITA,YEM,135,34,0,0,0,0,0
2025,Jordan,Yemen,JOR,YEM,2815,7156,0,0,0,0,8
2025,Japan,Yemen,JPN,YEM,42,0,0,0,0,0,0
2025,Kenya,Yemen,KEN,YEM,124,236,0,0,0,0,0
2025,Kyrgyzstan,Yemen,KGZ,YEM,0,5,0,0,0,0,0
2025,"Rep. of Korea",Yemen,KOR,YEM,853,112,0,0,0,0,0
2025,Kuwait,Yemen,KWT,YEM,5,0,0,0,0,0,0
2025,Libya,Yemen,LBY,YEM,7,80,0,0,0,0,0
2025,Lebanon,Yemen,LBN,YEM,23,69,0,0,0,0,5
2025,Lithuania,Yemen,LTU,YEM,7,0,0,0,0,0,0
2025,Luxembourg,Yemen,LUX,YEM,30,10,0,0,0,0,0
2025,Latvia,Yemen,LVA,YEM,5,8,0,0,0,0,0
2025,Madagascar,Yemen,MDG,YEM,7,20,0,0,0,0,0
2025,Mauritania,Yemen,MRT,YEM,17,25,0,0,0,0,0
2025,"Rep. of Moldova",Yemen,MDA,YEM,6,0,0,0,0,0,0
2025,Mexico,Yemen,MEX,YEM,34,31,0,0,0,0,0
2025,Malaysia,Yemen,MYS,YEM,387,2689,0,0,0,0,0
2025,Montenegro,Yemen,MNE,YEM,7,0,0,0,0,0,0
2025,Morocco,Yemen,MAR,YEM,6,507,0,0,0,0,0
2025,Malta,Yemen,MLT,YEM,5,0,0,0,0,0,0
2025,Nepal,Yemen,NPL,YEM,0,5,0,0,0,0,0
2025,"Netherlands (Kingdom of the)",Yemen,NLD,YEM,7910,1844,0,0,0,0,0
2025,Niger,Yemen,NER,YEM,9,0,0,0,0,0,0
2025,Nigeria,Yemen,NGA,YEM,5,5,0,0,0,0,0
2025,Norway,Yemen,NOR,YEM,182,40,0,0,0,0,0
2025,"New Zealand",Yemen,NZL,YEM,12,0,0,0,0,0,0
2025,Pakistan,Yemen,PAK,YEM,138,49,0,0,0,0,0
2025,Peru,Yemen,PER,YEM,0,80,0,0,0,0,0
2025,Philippines,Yemen,PHL,YEM,44,169,0,0,0,0,0
2025,Poland,Yemen,POL,YEM,55,50,0,0,0,0,0
2025,Portugal,Yemen,PRT,YEM,13,0,0,0,0,0,0
2025,Qatar,Yemen,QAT,YEM,5,0,0,0,0,0,0
2025,Romania,Yemen,ROU,YEM,86,0,0,0,0,0,0
2025,"South Africa",Yemen,ZAF,YEM,5,10,0,0,0,0,0
2025,"Russian Federation",Yemen,RUS,YEM,61,22,0,0,0,0,0
2025,"Saudi Arabia",Yemen,SAU,YEM,23,244,0,0,0,0,0
2025,Senegal,Yemen,SEN,YEM,0,5,0,0,0,0,0
2025,Somalia,Yemen,SOM,YEM,12713,0,0,0,0,0,0
2025,Spain,Yemen,ESP,YEM,664,130,0,0,0,0,0
2025,"South Sudan",Yemen,SSD,YEM,5,5,0,0,0,0,0
2025,Sudan,Yemen,SDN,YEM,877,159,0,0,0,0,0
2025,Slovakia,Yemen,SVK,YEM,25,0,0,0,0,0,0
2025,Slovenia,Yemen,SVN,YEM,6,0,0,0,0,0,0
2025,Sweden,Yemen,SWE,YEM,942,32,0,0,0,0,0
2025,Switzerland,Yemen,CHE,YEM,344,17,0,0,0,0,0
2025,"Syrian Arab Rep.",Yemen,SYR,YEM,253,137,0,0,0,0,0
2025,"United Rep. of Tanzania",Yemen,TZA,YEM,13,99,0,0,0,0,0
2025,Thailand,Yemen,THA,YEM,28,12,0,0,0,0,0
2025,Tunisia,Yemen,TUN,YEM,15,87,0,0,0,0,0
2025,"United Arab Emirates",Yemen,ARE,YEM,12,34,0,0,0,0,5
2025,Uganda,Yemen,UGA,YEM,41,16,0,0,0,0,0
2025,Ukraine,Yemen,UKR,YEM,7,0,0,0,0,0,0
2025,"United States of America",Yemen,USA,YEM,747,1732,0,0,0,0,0
2025,Yemen,Yemen,YEM,YEM,0,0,4795983,0,0,0,0
